Ressource;"Code Attributaire";Attributaire;"Date d'effet (attribution)";"N° décision d'attribution"
02607;FRTE;Orange;01/01/2017;2016-1702
02608;FRTE;Orange;01/01/2017;2016-1702
02609;FRTE;Orange;01/01/2017;2016-1702
02610;FRTE;Orange;01/01/2017;2016-1702
02611;FRTE;Orange;01/01/2017;2016-1702
02612;FRTE;Orange;01/01/2017;2016-1702
02613;FRTE;Orange;01/01/2017;2016-1702
02614;FRTE;Orange;01/01/2017;2016-1702
02615;FRTE;Orange;01/01/2017;2016-1702
02616;FRTE;Orange;01/01/2017;2016-1702
02617;FRTE;Orange;01/01/2017;2016-1702
02618;FRTE;Orange;01/01/2017;2016-1702
02619;FRTE;Orange;01/01/2017;2016-1702
02620;FRTE;Orange;01/01/2017;2016-1702
02621;FRTE;Orange;01/01/2017;2016-1702
02622;FRTE;Orange;01/01/2017;2016-1702
02623;FRTE;Orange;01/01/2017;2016-1702
02624;FRTE;Orange;01/01/2017;2016-1702
02625;FRTE;Orange;01/01/2017;2016-1702
02626;FRTE;Orange;01/01/2017;2016-1702
02627;FRTE;Orange;01/01/2017;2016-1702
02628;FRTE;Orange;01/01/2017;2016-1702
02629;FRTE;Orange;01/01/2017;2016-1702
02630;FRTE;Orange;01/01/2017;2016-1702
02631;FRTE;Orange;01/01/2017;2016-1702
02632;FRTE;Orange;01/01/2017;2016-1702
02633;FRTE;Orange;01/01/2017;2016-1702
02634;FRTE;Orange;01/01/2017;2016-1702
02635;FRTE;Orange;01/01/2017;2016-1702
02636;FRTE;Orange;01/01/2017;2016-1702
02637;FRTE;Orange;01/01/2017;2016-1702
02638;FRTE;Orange;01/01/2017;2016-1702
02639;FRTE;Orange;01/01/2017;2016-1702
02640;FRTE;Orange;01/01/2017;2016-1702
02641;FRTE;Orange;01/01/2017;2016-1702
02642;FRTE;Orange;01/01/2017;2016-1702
02643;FRTE;Orange;01/01/2017;2016-1702
02644;FRTE;Orange;01/01/2017;2016-1702
02645;FRTE;Orange;01/01/2017;2016-1702
02646;FRTE;Orange;01/01/2017;2016-1702
02647;FRTE;Orange;01/01/2017;2016-1702
02648;FRTE;Orange;01/01/2017;2016-1702
02649;FRTE;Orange;01/01/2017;2016-1702
02650;FRTE;Orange;01/01/2017;2016-1702
02651;FRTE;Orange;01/01/2017;2016-1702
02652;FRTE;Orange;01/01/2017;2016-1702
02653;FRTE;Orange;01/01/2017;2016-1702
02654;FRTE;Orange;01/01/2017;2016-1702
02655;FRTE;Orange;01/01/2017;2016-1702
02656;FRTE;Orange;01/01/2017;2016-1702
02657;FRTE;Orange;01/01/2017;2016-1702
02658;FRTE;Orange;01/01/2017;2016-1702
02659;FRTE;Orange;01/01/2017;2016-1702
02660;FRTE;Orange;01/01/2017;2016-1702
02661;FRTE;Orange;01/01/2017;2016-1702
02662;FRTE;Orange;01/01/2017;2016-1702
02663;FRTE;Orange;01/01/2017;2016-1702
02664;FRTE;Orange;01/01/2017;2016-1702
02665;FRTE;Orange;01/01/2017;2016-1702
02666;FRTE;Orange;01/01/2017;2016-1702
02667;FRTE;Orange;01/01/2017;2016-1702
02668;FRTE;Orange;01/01/2017;2016-1702
02669;FRTE;Orange;01/01/2017;2016-1702
02670;FRTE;Orange;01/01/2017;2016-1702
02671;FRTE;Orange;01/01/2017;2016-1702
02672;FRTE;Orange;01/01/2017;2016-1702
02673;FRTE;Orange;01/01/2017;2016-1702
02674;FRTE;Orange;01/01/2017;2016-1702
02675;FRTE;Orange;01/01/2017;2016-1702
02676;FRTE;Orange;01/01/2017;2016-1702
02677;FRTE;Orange;01/01/2017;2016-1702
02678;FRTE;Orange;01/01/2017;2016-1702
02679;FRTE;Orange;01/01/2017;2016-1702
02680;FRTE;Orange;01/01/2017;2016-1702
02681;FRTE;Orange;01/01/2017;2016-1702
02682;FRTE;Orange;01/01/2017;2016-1702
02683;FRTE;Orange;01/01/2017;2016-1702
02684;FRTE;Orange;01/01/2017;2016-1702
02685;FRTE;Orange;01/01/2017;2016-1702
02686;FRTE;Orange;01/01/2017;2016-1702
02687;FRTE;Orange;01/01/2017;2016-1702
02688;FRTE;Orange;01/01/2017;2016-1702
02689;FRTE;Orange;01/01/2017;2016-1702
02690;FRTE;Orange;01/01/2017;2016-1702
02691;FRTE;Orange;01/01/2017;2016-1702
02692;FRTE;Orange;01/01/2017;2016-1702
02693;FRTE;Orange;01/01/2017;2016-1702
02694;FRTE;Orange;01/01/2017;2016-1702
02695;FRTE;Orange;01/01/2017;2016-1702
02696;FRTE;Orange;01/01/2017;2016-1702
02697;FRTE;Orange;01/01/2017;2016-1702
02698;FRTE;Orange;01/01/2017;2016-1702
02699;FRTE;Orange;01/01/2017;2016-1702
02700;FRTE;Orange;01/01/2017;2016-1702
02701;FRTE;Orange;01/01/2017;2016-1702
02702;FRTE;Orange;01/01/2017;2016-1702
02703;FRTE;Orange;01/01/2017;2016-1702
02704;FRTE;Orange;01/01/2017;2016-1702
02705;FRTE;Orange;01/01/2017;2016-1702
02706;FRTE;Orange;01/01/2017;2016-1702
02707;FRTE;Orange;01/01/2017;2016-1702
02708;FRTE;Orange;01/01/2017;2016-1702
02709;FRTE;Orange;01/01/2017;2016-1702
02710;FRTE;Orange;01/01/2017;2016-1702
02711;FRTE;Orange;01/01/2017;2016-1702
02712;FRTE;Orange;01/01/2017;2016-1702
02713;FRTE;Orange;01/01/2017;2016-1702
02714;FRTE;Orange;01/01/2017;2016-1702
02715;FRTE;Orange;01/01/2017;2016-1702
02716;FRTE;Orange;01/01/2017;2016-1702
02717;FRTE;Orange;01/01/2017;2016-1702
02718;FRTE;Orange;01/01/2017;2016-1702
02719;FRTE;Orange;01/01/2017;2016-1702
02720;FRTE;Orange;01/01/2017;2016-1702
02721;FRTE;Orange;01/01/2017;2016-1702
02722;FRTE;Orange;01/01/2017;2016-1702
02723;FRTE;Orange;01/01/2017;2016-1702
02724;FRTE;Orange;01/01/2017;2016-1702
02725;FRTE;Orange;01/01/2017;2016-1702
02726;FRTE;Orange;01/01/2017;2016-1702
02727;FRTE;Orange;01/01/2017;2016-1702
02728;FRTE;Orange;01/01/2017;2016-1702
02729;FRTE;Orange;01/01/2017;2016-1702
02730;FRTE;Orange;01/01/2017;2016-1702
02731;FRTE;Orange;01/01/2017;2016-1702
02732;FRTE;Orange;01/01/2017;2016-1702
02733;FRTE;Orange;01/01/2017;2016-1702
02734;FRTE;Orange;01/01/2017;2016-1702
02735;FRTE;Orange;01/01/2017;2016-1702
02736;FRTE;Orange;01/01/2017;2016-1702
02737;FRTE;Orange;01/01/2017;2016-1702
02738;FRTE;Orange;01/01/2017;2016-1702
02739;FRTE;Orange;01/01/2017;2016-1702
02740;FRTE;Orange;01/01/2017;2016-1702
02741;FRTE;Orange;01/01/2017;2016-1702
02742;FRTE;Orange;01/01/2017;2016-1702
02743;FRTE;Orange;01/01/2017;2016-1702
02744;FRTE;Orange;01/01/2017;2016-1702
02745;FRTE;Orange;01/01/2017;2016-1702
02746;FRTE;Orange;01/01/2017;2016-1702
02747;FRTE;Orange;01/01/2017;2016-1702
02748;FRTE;Orange;01/01/2017;2016-1702
02749;FRTE;Orange;01/01/2017;2016-1702
02750;FRTE;Orange;01/01/2017;2016-1702
02751;FRTE;Orange;01/01/2017;2016-1702
02752;FRTE;Orange;01/01/2017;2016-1702
02753;FRTE;Orange;01/01/2017;2016-1702
02754;FRTE;Orange;01/01/2017;2016-1702
02755;FRTE;Orange;01/01/2017;2016-1702
02756;FRTE;Orange;01/01/2017;2016-1702
02757;FRTE;Orange;01/01/2017;2016-1702
02758;FRTE;Orange;01/01/2017;2016-1702
02759;FRTE;Orange;01/01/2017;2016-1702
02760;FRTE;Orange;01/01/2017;2016-1702
02761;FRTE;Orange;01/01/2017;2016-1702
02762;FRTE;Orange;01/01/2017;2016-1702
02763;FRTE;Orange;01/01/2017;2016-1702
02764;FRTE;Orange;01/01/2017;2016-1702
02765;FRTE;Orange;01/01/2017;2016-1702
02766;FRTE;Orange;01/01/2017;2016-1702
02767;FRTE;Orange;01/01/2017;2016-1702
02768;FRTE;Orange;01/01/2017;2016-1702
02769;FRTE;Orange;01/01/2017;2016-1702
02770;FRTE;Orange;01/01/2017;2016-1702
02771;FRTE;Orange;01/01/2017;2016-1702
02772;FRTE;Orange;01/01/2017;2016-1702
02773;FRTE;Orange;01/01/2017;2016-1702
02774;FRTE;Orange;01/01/2017;2016-1702
02775;FRTE;Orange;01/01/2017;2016-1702
02776;FRTE;Orange;01/01/2017;2016-1702
02777;FRTE;Orange;01/01/2017;2016-1702
02778;FRTE;Orange;01/01/2017;2016-1702
02779;FRTE;Orange;01/01/2017;2016-1702
02780;FRTE;Orange;01/01/2017;2016-1702
02781;FRTE;Orange;01/01/2017;2016-1702
02782;FRTE;Orange;01/01/2017;2016-1702
02783;FRTE;Orange;01/01/2017;2016-1702
02784;FRTE;Orange;01/01/2017;2016-1702
02785;FRTE;Orange;01/01/2017;2016-1702
02786;FRTE;Orange;01/01/2017;2016-1702
02787;FRTE;Orange;01/01/2017;2016-1702
02788;FRTE;Orange;01/01/2017;2016-1702
02789;FRTE;Orange;01/01/2017;2016-1702
02790;FRTE;Orange;01/01/2017;2016-1702
02791;FRTE;Orange;01/01/2017;2016-1702
02792;FRTE;Orange;01/01/2017;2016-1702
02793;FRTE;Orange;01/01/2017;2016-1702
02794;FRTE;Orange;01/01/2017;2016-1702
02795;FRTE;Orange;01/01/2017;2016-1702
02796;FRTE;Orange;01/01/2017;2016-1702
02797;FRTE;Orange;01/01/2017;2016-1702
02798;FRTE;Orange;01/01/2017;2016-1702
02799;FRTE;Orange;01/01/2017;2016-1702
02800;FRTE;Orange;01/01/2017;2016-1702
02801;FRTE;Orange;01/01/2017;2016-1702
02802;FRTE;Orange;01/01/2017;2016-1702
02803;FRTE;Orange;01/01/2017;2016-1702
02804;FRTE;Orange;01/01/2017;2016-1702
02805;FRTE;Orange;01/01/2017;2016-1702
02806;FRTE;Orange;01/01/2017;2016-1702
02807;FRTE;Orange;01/01/2017;2016-1702
02808;FRTE;Orange;01/01/2017;2016-1702
02809;FRTE;Orange;01/01/2017;2016-1702
02810;FRTE;Orange;01/01/2017;2016-1702
02811;FRTE;Orange;01/01/2017;2016-1702
02812;FRTE;Orange;01/01/2017;2016-1702
02813;FRTE;Orange;01/01/2017;2016-1702
02814;FRTE;Orange;01/01/2017;2016-1702
02815;FRTE;Orange;01/01/2017;2016-1702
02816;FRTE;Orange;01/01/2017;2016-1702
02817;FRTE;Orange;01/01/2017;2016-1702
02818;FRTE;Orange;01/01/2017;2016-1702
02819;FRTE;Orange;01/01/2017;2016-1702
02820;FRTE;Orange;01/01/2017;2016-1702
02821;FRTE;Orange;01/01/2017;2016-1702
02822;FRTE;Orange;01/01/2017;2016-1702
02823;FRTE;Orange;01/01/2017;2016-1702
02824;FRTE;Orange;01/01/2017;2016-1702
02825;FRTE;Orange;01/01/2017;2016-1702
02826;FRTE;Orange;01/01/2017;2016-1702
02827;FRTE;Orange;01/01/2017;2016-1702
02828;FRTE;Orange;01/01/2017;2016-1702
02829;FRTE;Orange;01/01/2017;2016-1702
02830;FRTE;Orange;01/01/2017;2016-1702
02831;FRTE;Orange;01/01/2017;2016-1702
02832;FRTE;Orange;01/01/2017;2016-1702
02833;FRTE;Orange;01/01/2017;2016-1702
02834;FRTE;Orange;01/01/2017;2016-1702
02835;FRTE;Orange;01/01/2017;2016-1702
02836;FRTE;Orange;01/01/2017;2016-1702
02837;FRTE;Orange;01/01/2017;2016-1702
02838;FRTE;Orange;01/01/2017;2016-1702
02839;FRTE;Orange;01/01/2017;2016-1702
02840;FRTE;Orange;01/01/2017;2016-1702
02841;FRTE;Orange;01/01/2017;2016-1702
02842;FRTE;Orange;01/01/2017;2016-1702
02843;FRTE;Orange;01/01/2017;2016-1702
02844;FRTE;Orange;01/01/2017;2016-1702
02845;FRTE;Orange;01/01/2017;2016-1702
02846;FRTE;Orange;01/01/2017;2016-1702
02847;FRTE;Orange;01/01/2017;2016-1702
02848;FRTE;Orange;01/01/2017;2016-1702
02849;FRTE;Orange;01/01/2017;2016-1702
02850;FRTE;Orange;01/01/2017;2016-1702
02851;FRTE;Orange;01/01/2017;2016-1702
02852;FRTE;Orange;01/01/2017;2016-1702
02853;FRTE;Orange;01/01/2017;2016-1702
02854;FRTE;Orange;01/01/2017;2016-1702
02855;FRTE;Orange;01/01/2017;2016-1702
02856;FRTE;Orange;01/01/2017;2016-1702
02857;FRTE;Orange;01/01/2017;2016-1702
02858;FRTE;Orange;01/01/2017;2016-1702
02859;FRTE;Orange;01/01/2017;2016-1702
02860;FRTE;Orange;01/01/2017;2016-1702
02861;FRTE;Orange;01/01/2017;2016-1702
02862;FRTE;Orange;01/01/2017;2016-1702
02863;FRTE;Orange;01/01/2017;2016-1702
02864;FRTE;Orange;01/01/2017;2016-1702
02865;FRTE;Orange;01/01/2017;2016-1702
02866;FRTE;Orange;01/01/2017;2016-1702
02867;FRTE;Orange;01/01/2017;2016-1702
02868;FRTE;Orange;01/01/2017;2016-1702
02869;FRTE;Orange;01/01/2017;2016-1702
02870;FRTE;Orange;01/01/2017;2016-1702
02871;FRTE;Orange;01/01/2017;2016-1702
02872;FRTE;Orange;01/01/2017;2016-1702
02873;FRTE;Orange;01/01/2017;2016-1702
02874;FRTE;Orange;01/01/2017;2016-1702
02875;FRTE;Orange;01/01/2017;2016-1702
02876;FRTE;Orange;01/01/2017;2016-1702
02877;FRTE;Orange;01/01/2017;2016-1702
02878;FRTE;Orange;01/01/2017;2016-1702
02879;FRTE;Orange;01/01/2017;2016-1702
02880;FRTE;Orange;01/01/2017;2016-1702
02881;FRTE;Orange;01/01/2017;2016-1702
02882;FRTE;Orange;01/01/2017;2016-1702
02883;FRTE;Orange;01/01/2017;2016-1702
02884;FRTE;Orange;01/01/2017;2016-1702
02885;FRTE;Orange;01/01/2017;2016-1702
02886;FRTE;Orange;01/01/2017;2016-1702
02887;FRTE;Orange;01/01/2017;2016-1702
02888;FRTE;Orange;01/01/2017;2016-1702
02889;FRTE;Orange;01/01/2017;2016-1702
02890;FRTE;Orange;01/01/2017;2016-1702
02891;FRTE;Orange;01/01/2017;2016-1702
02892;FRTE;Orange;01/01/2017;2016-1702
02893;FRTE;Orange;01/01/2017;2016-1702
02894;FRTE;Orange;01/01/2017;2016-1702
02895;FRTE;Orange;01/01/2017;2016-1702
02896;FRTE;Orange;01/01/2017;2016-1702
02897;FRTE;Orange;01/01/2017;2016-1702
02898;FRTE;Orange;01/01/2017;2016-1702
02899;FRTE;Orange;01/01/2017;2016-1702
02900;FRTE;Orange;01/01/2017;2016-1702
02901;FRTE;Orange;01/01/2017;2016-1702
02902;FRTE;Orange;01/01/2017;2016-1702
02903;FRTE;Orange;01/01/2017;2016-1702
02904;FRTE;Orange;01/01/2017;2016-1702
02905;FRTE;Orange;01/01/2017;2016-1702
02906;FRTE;Orange;01/01/2017;2016-1702
02907;FRTE;Orange;01/01/2017;2016-1702
02908;FRTE;Orange;01/01/2017;2016-1702
02909;FRTE;Orange;01/01/2017;2016-1702
02910;FRTE;Orange;01/01/2017;2016-1702
02911;FRTE;Orange;01/01/2017;2016-1702
02912;FRTE;Orange;01/01/2017;2016-1702
02913;FRTE;Orange;01/01/2017;2016-1702
02914;FRTE;Orange;01/01/2017;2016-1702
02915;FRTE;Orange;01/01/2017;2016-1702
02916;FRTE;Orange;01/01/2017;2016-1702
02917;FRTE;Orange;01/01/2017;2016-1702
02918;FRTE;Orange;01/01/2017;2016-1702
02919;FRTE;Orange;01/01/2017;2016-1702
02920;FRTE;Orange;01/01/2017;2016-1702
02921;FRTE;Orange;01/01/2017;2016-1702
02922;FRTE;Orange;01/01/2017;2016-1702
02923;FRTE;Orange;01/01/2017;2016-1702
02924;FRTE;Orange;01/01/2017;2016-1702
02925;FRTE;Orange;01/01/2017;2016-1702
02926;FRTE;Orange;01/01/2017;2016-1702
02927;FRTE;Orange;01/01/2017;2016-1702
02928;FRTE;Orange;01/01/2017;2016-1702
02929;FRTE;Orange;01/01/2017;2016-1702
02930;FRTE;Orange;01/01/2017;2016-1702
02931;FRTE;Orange;01/01/2017;2016-1702
02932;FRTE;Orange;01/01/2017;2016-1702
02933;FRTE;Orange;01/01/2017;2016-1702
02934;FRTE;Orange;01/01/2017;2016-1702
02935;FRTE;Orange;01/01/2017;2016-1702
02936;FRTE;Orange;01/01/2017;2016-1702
02937;FRTE;Orange;01/01/2017;2016-1702
02938;FRTE;Orange;01/01/2017;2016-1702
02939;FRTE;Orange;01/01/2017;2016-1702
02940;FRTE;Orange;01/01/2017;2016-1702
02941;FRTE;Orange;01/01/2017;2016-1702
02942;FRTE;Orange;01/01/2017;2016-1702
02943;FRTE;Orange;01/01/2017;2016-1702
02944;FRTE;Orange;01/01/2017;2016-1702
02945;FRTE;Orange;01/01/2017;2016-1702
02946;FRTE;Orange;01/01/2017;2016-1702
02947;FRTE;Orange;01/01/2017;2016-1702
02948;FRTE;Orange;01/01/2017;2016-1702
02949;FRTE;Orange;01/01/2017;2016-1702
02950;FRTE;Orange;01/01/2017;2016-1702
02951;FRTE;Orange;01/01/2017;2016-1702
02952;FRTE;Orange;01/01/2017;2016-1702
02953;FRTE;Orange;01/01/2017;2016-1702
02954;FRTE;Orange;01/01/2017;2016-1702
02955;FRTE;Orange;01/01/2017;2016-1702
02956;FRTE;Orange;01/01/2017;2016-1702
02957;FRTE;Orange;01/01/2017;2016-1702
02958;FRTE;Orange;01/01/2017;2016-1702
02959;FRTE;Orange;01/01/2017;2016-1702
02960;FRTE;Orange;01/01/2017;2016-1702
02961;FRTE;Orange;01/01/2017;2016-1702
02962;FRTE;Orange;01/01/2017;2016-1702
02963;FRTE;Orange;01/01/2017;2016-1702
02964;FRTE;Orange;01/01/2017;2016-1702
02965;FRTE;Orange;01/01/2017;2016-1702
02966;FRTE;Orange;01/01/2017;2016-1702
02967;FRTE;Orange;01/01/2017;2016-1702
02968;FRTE;Orange;01/01/2017;2016-1702
02969;FRTE;Orange;01/01/2017;2016-1702
02970;FRTE;Orange;01/01/2017;2016-1702
02971;FRTE;Orange;01/01/2017;2016-1702
02972;FRTE;Orange;01/01/2017;2016-1702
02973;FRTE;Orange;01/01/2017;2016-1702
02974;FRTE;Orange;01/01/2017;2016-1702
02975;FRTE;Orange;01/01/2017;2016-1702
02976;FRTE;Orange;01/01/2017;2016-1702
02977;FRTE;Orange;01/01/2017;2016-1702
02978;FRTE;Orange;01/01/2017;2016-1702
02979;FRTE;Orange;01/01/2017;2016-1702
02980;FRTE;Orange;01/01/2017;2016-1702
02981;FRTE;Orange;01/01/2017;2016-1702
02982;FRTE;Orange;01/01/2017;2016-1702
02983;FRTE;Orange;01/01/2017;2016-1702
02984;FRTE;Orange;01/01/2017;2016-1702
02985;FRTE;Orange;01/01/2017;2016-1702
02986;FRTE;Orange;01/01/2017;2016-1702
02987;FRTE;Orange;01/01/2017;2016-1702
02988;FRTE;Orange;01/01/2017;2016-1702
02989;FRTE;Orange;01/01/2017;2016-1702
02990;FRTE;Orange;01/01/2017;2016-1702
02991;FRTE;Orange;01/01/2017;2016-1702
02992;FRTE;Orange;01/01/2017;2016-1702
02993;FRTE;Orange;01/01/2017;2016-1702
02994;FRTE;Orange;01/01/2017;2016-1702
02995;FRTE;Orange;01/01/2017;2016-1702
02996;FRTE;Orange;01/01/2017;2016-1702
02997;FRTE;Orange;01/01/2017;2016-1702
02998;FRTE;Orange;01/01/2017;2016-1702
02999;FRTE;Orange;01/01/2017;2016-1702
03000;FRTE;Orange;01/01/2017;2016-1702
03001;FRTE;Orange;01/01/2017;2016-1702
03002;FRTE;Orange;01/01/2017;2016-1702
03003;FRTE;Orange;01/01/2017;2016-1702
03004;FRTE;Orange;01/01/2017;2016-1702
03005;FRTE;Orange;01/01/2017;2016-1702
03006;FRTE;Orange;01/01/2017;2016-1702
03007;FRTE;Orange;01/01/2017;2016-1702
03008;FRTE;Orange;01/01/2017;2016-1702
03009;FRTE;Orange;01/01/2017;2016-1702
03010;FRTE;Orange;01/01/2017;2016-1702
03011;FRTE;Orange;01/01/2017;2016-1702
03012;FRTE;Orange;01/01/2017;2016-1702
03013;FRTE;Orange;01/01/2017;2016-1702
03014;FRTE;Orange;01/01/2017;2016-1702
03015;FRTE;Orange;01/01/2017;2016-1702
03016;FRTE;Orange;01/01/2017;2016-1702
03017;FRTE;Orange;01/01/2017;2016-1702
03018;FRTE;Orange;01/01/2017;2016-1702
03019;FRTE;Orange;01/01/2017;2016-1702
03020;FRTE;Orange;01/01/2017;2016-1702
03021;FRTE;Orange;01/01/2017;2016-1702
03022;FRTE;Orange;01/01/2017;2016-1702
03023;FRTE;Orange;01/01/2017;2016-1702
03024;FRTE;Orange;01/01/2017;2016-1702
03025;FRTE;Orange;01/01/2017;2016-1702
03026;FRTE;Orange;01/01/2017;2016-1702
03027;FRTE;Orange;01/01/2017;2016-1702
03028;FRTE;Orange;01/01/2017;2016-1702
03029;FRTE;Orange;01/01/2017;2016-1702
03030;FRTE;Orange;01/01/2017;2016-1702
03031;FRTE;Orange;01/01/2017;2016-1702
03032;FRTE;Orange;01/01/2017;2016-1702
03033;FRTE;Orange;01/01/2017;2016-1702
03034;FRTE;Orange;01/01/2017;2016-1702
03035;FRTE;Orange;01/01/2017;2016-1702
03036;FRTE;Orange;01/01/2017;2016-1702
03037;FRTE;Orange;01/01/2017;2016-1702
03038;FRTE;Orange;01/01/2017;2016-1702
03039;FRTE;Orange;01/01/2017;2016-1702
03040;FRTE;Orange;01/01/2017;2016-1702
03041;FRTE;Orange;01/01/2017;2016-1702
03042;FRTE;Orange;01/01/2017;2016-1702
03043;FRTE;Orange;01/01/2017;2016-1702
03044;FRTE;Orange;01/01/2017;2016-1702
03045;FRTE;Orange;01/01/2017;2016-1702
03046;FRTE;Orange;01/01/2017;2016-1702
03047;FRTE;Orange;01/01/2017;2016-1702
03048;FRTE;Orange;01/01/2017;2016-1702
03049;FRTE;Orange;01/01/2017;2016-1702
03050;FRTE;Orange;01/01/2017;2016-1702
03051;FRTE;Orange;01/01/2017;2016-1702
03052;FRTE;Orange;01/01/2017;2016-1702
03053;FRTE;Orange;01/01/2017;2016-1702
03054;FRTE;Orange;01/01/2017;2016-1702
03055;FRTE;Orange;01/01/2017;2016-1702
03056;FRTE;Orange;01/01/2017;2016-1702
03057;FRTE;Orange;01/01/2017;2016-1702
03058;FRTE;Orange;01/01/2017;2016-1702
03059;FRTE;Orange;01/01/2017;2016-1702
03060;FRTE;Orange;01/01/2017;2016-1702
03061;FRTE;Orange;01/01/2017;2016-1702
03062;FRTE;Orange;01/01/2017;2016-1702
03063;FRTE;Orange;01/01/2017;2016-1702
03064;FRTE;Orange;01/01/2017;2016-1702
03065;FRTE;Orange;01/01/2017;2016-1702
03066;FRTE;Orange;01/01/2017;2016-1702
03067;FRTE;Orange;01/01/2017;2016-1702
03068;FRTE;Orange;01/01/2017;2016-1702
03069;FRTE;Orange;01/01/2017;2016-1702
03070;FRTE;Orange;01/01/2017;2016-1702
03071;FRTE;Orange;01/01/2017;2016-1702
03072;FRTE;Orange;01/01/2017;2016-1702
03073;FRTE;Orange;01/01/2017;2016-1702
03074;FRTE;Orange;01/01/2017;2016-1702
03075;FRTE;Orange;01/01/2017;2016-1702
03076;FRTE;Orange;01/01/2017;2016-1702
03077;FRTE;Orange;01/01/2017;2016-1702
03078;FRTE;Orange;01/01/2017;2016-1702
03079;FRTE;Orange;01/01/2017;2016-1702
03080;FRTE;Orange;01/01/2017;2016-1702
03081;FRTE;Orange;01/01/2017;2016-1702
03082;FRTE;Orange;01/01/2017;2016-1702
03083;FRTE;Orange;01/01/2017;2016-1702
03084;FRTE;Orange;01/01/2017;2016-1702
03085;FRTE;Orange;01/01/2017;2016-1702
03086;FRTE;Orange;01/01/2017;2016-1702
03087;FRTE;Orange;01/01/2017;2016-1702
03088;FRTE;Orange;01/01/2017;2016-1702
03089;FRTE;Orange;01/01/2017;2016-1702
03090;FRTE;Orange;01/01/2017;2016-1702
03091;FRTE;Orange;01/01/2017;2016-1702
03092;FRTE;Orange;01/01/2017;2016-1702
03093;FRTE;Orange;01/01/2017;2016-1702
03094;FRTE;Orange;01/01/2017;2016-1702
03095;FRTE;Orange;01/01/2017;2016-1702
03096;FRTE;Orange;01/01/2017;2016-1702
03097;FRTE;Orange;01/01/2017;2016-1702
03098;FRTE;Orange;01/01/2017;2016-1702
03099;FRTE;Orange;01/01/2017;2016-1702
03100;FRTE;Orange;01/01/2017;2016-1702
03101;COLT;"Colt technology services";01/01/2018;2017-1522
03102;COLT;"Colt technology services";01/01/2018;2017-1522
03103;COLT;"Colt technology services";01/01/2018;2017-1522
03104;COLT;"Colt technology services";01/01/2018;2017-1522
03105;COLT;"Colt technology services";01/01/2018;2017-1522
03106;COLT;"Colt technology services";01/01/2018;2017-1522
03107;IPDI;"IP Directions";08/07/2020;2022-1249
03108;CORI;"Coriolis telecom SAS";03/09/2018;2018-0862
03109;AIFL;"Airmob Infra Full";04/02/2021;2023-0185
03110;LIXT;"Leonix telecom";30/10/2025;2025-2126
03111;COMP;Completel;20/12/2011;2011-1495
03112;COMP;Completel;20/12/2011;2011-1495
03113;MCI;"Verizon France";01/01/2018;2017-1484
03114;OVH;OVH;25/03/2014;2014-0344
03115;HUBT;"Hub One";09/01/2007;2007-0020
03116;CLXN;"Sinch Sweden AB";01/12/2020;2022-2348
03117;BOUY;"Bouygues Telecom";02/09/2010;2010-0958
03118;MIAS;"Canal+ Telecom";27/07/2004;2024-1080
03119;MIAS;"Canal+ Telecom";27/07/2004;2024-1080
03120;MIAS;"Canal+ Telecom";27/07/2004;2024-1080
03121;MIAS;"Canal+ Telecom";27/07/2004;2024-1080
03123;ZEMO;"Zeop mobile";12/06/2025;2025-1164
03124;CLXN;"Sinch Sweden AB";01/12/2020;2022-2348
03125;CLXN;"Sinch Sweden AB";01/12/2020;2022-2348
03129;BJTP;"BJT Partners";25/03/2014;2014-0345
03132;UPCF;"SFR fibre SAS";01/05/2014;2014-0283
03133;UPCF;"SFR fibre SAS";01/05/2014;2014-0283
03134;UPCF;"SFR fibre SAS";01/05/2014;2014-0283
03135;UPCF;"SFR fibre SAS";01/05/2014;2014-0283
03136;COMP;Completel;17/01/2012;2012-0060
03137;SRR;"Société réunionnaise du radiotéléphone";24/06/2014;2014-0706
03138;ONOF;"Onoff telecom";28/02/2025;2025-0386
03139;ALNI;Alnilam;06/05/2010;2010-0523
03140;SRR;"Société réunionnaise du radiotéléphone";15/10/2013;2013-1236
03141;INIT;"Foliateam operateur";11/03/2025;2025-0526
03142;INIT;"Foliateam operateur";11/03/2025;2025-0526
03143;ADIS;Adenis;03/07/2014;2014-0728
03144;SPMT;"SAS SPM Telecom";27/10/2025;2025-2093
03145;SRR;"Société réunionnaise du radiotéléphone";04/04/2019;2021-0353
03146;SRR;"Société réunionnaise du radiotéléphone";04/04/2019;2021-0353
03147;SRR;"Société réunionnaise du radiotéléphone";04/04/2019;2021-0353
03148;BTSI;"BT France";22/03/2007;2007-0289
03149;ZEMO;"Zeop mobile";28/07/2021;2023-1344
03150;ZEMO;"Zeop mobile";28/07/2021;2023-1344
03151;ZEMO;"Zeop mobile";28/07/2021;2023-1344
03152;AIRN;Airnity;24/05/2024;2026-0477
03153;UPCF;"SFR fibre SAS";01/05/2014;2014-0284
03154;BJTP;"BJT Partners";18/02/2016;2016-0215
03155;INCL;Nomotech;05/11/2015;2015-1341
03158;TLGT;118000;06/09/2005;2025-1247
03159;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03160;BOUY;"Bouygues Telecom";02/09/2010;2010-0958
